req_id,input_length,decode_length,arrival_time,to_server_time,finish_time,server_latency,total_latency,ttft,queue_time,success,error,worker_url,gpu_id
req_47,522,67,0.013009786605834961,0.01301121711730957,1.5103154182434082,1.4973042011260986,1.4973056316375732,0.6362664699554443,1.430511474609375e-06,True,,,
req_73,674,66,0.019208908081054688,0.019210338592529297,1.5105657577514648,1.4913554191589355,1.4913568496704102,0.6423330307006836,1.430511474609375e-06,True,,,
req_49,351,67,0.013479948043823242,0.013481378555297852,1.5213427543640137,1.5078613758087158,1.5078628063201904,0.29804062843322754,1.430511474609375e-06,True,,,
req_19,405,68,0.00523829460144043,0.005239963531494141,1.5246026515960693,1.5193626880645752,1.519364356994629,0.39603376388549805,1.6689300537109375e-06,True,,,
req_30,567,69,0.008788347244262695,0.008789539337158203,1.5335662364959717,1.5247766971588135,1.524777889251709,0.39127254486083984,1.1920928955078125e-06,True,,,
req_72,259,69,0.018959999084472656,0.018961429595947266,1.5722880363464355,1.5533266067504883,1.553328037261963,0.6426286697387695,1.430511474609375e-06,True,,,
req_13,365,69,0.0038411617279052734,0.003842592239379883,1.5737390518188477,1.5698964595794678,1.5698978900909424,0.3064560890197754,1.430511474609375e-06,True,,,
req_34,750,74,0.009819269180297852,0.009820938110351562,1.650132417678833,1.6403114795684814,1.6403131484985352,0.3900456428527832,1.6689300537109375e-06,True,,,
req_38,606,72,0.010766267776489258,0.010767698287963867,1.6710164546966553,1.6602487564086914,1.660250186920166,0.519280195236206,1.430511474609375e-06,True,,,
req_81,575,75,0.021118640899658203,0.02111983299255371,1.6735575199127197,1.652437686920166,1.6524388790130615,0.6273722648620605,1.1920928955078125e-06,True,,,
req_67,667,78,0.017766714096069336,0.017768144607543945,1.7753279209136963,1.7575597763061523,1.757561206817627,0.512138843536377,1.430511474609375e-06,True,,,
req_33,742,79,0.00954580307006836,0.00954747200012207,1.7950916290283203,1.7855441570281982,1.785545825958252,0.5202906131744385,1.6689300537109375e-06,True,,,
req_87,582,85,0.02256488800048828,0.022566556930541992,1.869293212890625,1.846726655960083,1.8467283248901367,0.6255149841308594,1.6689300537109375e-06,True,,,
req_95,509,87,0.024435997009277344,0.024437427520751953,1.8938038349151611,1.8693664073944092,1.8693678379058838,0.6225824356079102,1.430511474609375e-06,True,,,
req_97,475,88,0.02487921714782715,0.024880647659301758,1.9126567840576172,1.8877761363983154,1.88777756690979,0.6232471466064453,1.430511474609375e-06,True,,,
req_16,412,87,0.004538774490356445,0.004539966583251953,1.9444026947021484,1.9398627281188965,1.939863920211792,0.3067176342010498,1.1920928955078125e-06,True,,,
req_0,448,88,0.0,1.0013580322265625e-05,1.9449527263641357,1.9449427127838135,1.9449527263641357,0.2117624282836914,1.0013580322265625e-05,True,,,
req_89,498,94,0.023024797439575195,0.023026227951049805,2.0426228046417236,2.019596576690674,2.0195980072021484,0.6252048015594482,1.430511474609375e-06,True,,,
req_78,440,92,0.020372867584228516,0.020374059677124023,2.06599760055542,2.045623540878296,2.0456247329711914,0.6410534381866455,1.1920928955078125e-06,True,,,
req_96,524,92,0.024654626846313477,0.024657487869262695,2.0664784908294678,2.041821002960205,2.0418238639831543,0.6371128559112549,2.86102294921875e-06,True,,,
req_10,267,92,0.0030641555786132812,0.0030655860900878906,2.066885232925415,2.063819646835327,2.0638210773468018,0.3085057735443115,1.430511474609375e-06,True,,,
req_8,564,96,0.002584695816040039,0.0025861263275146484,2.0699150562286377,2.067328929901123,2.0673303604125977,0.2749824523925781,1.430511474609375e-06,True,,,
req_32,289,93,0.009247064590454102,0.009248018264770508,2.0764617919921875,2.067213773727417,2.0672147274017334,0.5199029445648193,9.5367431640625e-07,True,,,
req_94,651,94,0.02420520782470703,0.02420663833618164,2.0950913429260254,2.0708847045898438,2.0708861351013184,0.6365089416503906,1.430511474609375e-06,True,,,
req_71,358,94,0.018667221069335938,0.018668413162231445,2.0964677333831787,2.0777993202209473,2.0778005123138428,0.5114231109619141,1.1920928955078125e-06,True,,,
req_46,416,94,0.012766838073730469,0.012768268585205078,2.0966782569885254,2.0839099884033203,2.083911418914795,0.5176370143890381,1.430511474609375e-06,True,,,
req_66,328,95,0.01754474639892578,0.017546415328979492,2.1038339138031006,2.086287498474121,2.086289167404175,0.5124096870422363,1.6689300537109375e-06,True,,,
req_69,761,101,0.018224000930786133,0.01822519302368164,2.225173234939575,2.2069480419158936,2.206949234008789,0.6310052871704102,1.1920928955078125e-06,True,,,
req_70,651,102,0.018448829650878906,0.018450498580932617,2.235083818435669,2.2166333198547363,2.21663498878479,0.259415864944458,1.6689300537109375e-06,True,,,
req_21,327,102,0.0057964324951171875,0.0057981014251708984,2.23582124710083,2.230023145675659,2.230024814605713,0.3948702812194824,1.6689300537109375e-06,True,,,
req_39,481,104,0.011002540588378906,0.011003971099853516,2.2617526054382324,2.250748634338379,2.2507500648498535,0.3903841972351074,1.430511474609375e-06,True,,,
req_28,559,105,0.00830698013305664,0.008308649063110352,2.3470921516418457,2.3387835025787354,2.338785171508789,0.6520252227783203,1.6689300537109375e-06,True,,,
req_42,274,105,0.011752843856811523,0.011754274368286133,2.350564479827881,2.3388102054595947,2.3388116359710693,0.5185196399688721,1.430511474609375e-06,True,,,
req_36,412,108,0.010315656661987305,0.010317087173461914,2.386674165725708,2.376357078552246,2.3763585090637207,0.38981127738952637,1.430511474609375e-06,True,,,
req_99,311,109,0.02539229393005371,0.02539348602294922,2.3880600929260254,2.362666606903076,2.3626677989959717,0.6230142116546631,1.1920928955078125e-06,True,,,
req_55,728,109,0.01493215560913086,0.014933347702026367,2.388814687728882,2.3738813400268555,2.373882532119751,0.6336886882781982,1.1920928955078125e-06,True,,,
req_68,294,109,0.018000125885009766,0.01800251007080078,2.437396764755249,2.4193942546844482,2.4193966388702393,0.5108134746551514,2.384185791015625e-06,True,,,
req_57,356,115,0.015383481979370117,0.015384912490844727,2.5134437084198,2.498058795928955,2.4980602264404297,0.6337885856628418,1.430511474609375e-06,True,,,
req_76,651,113,0.0199124813079834,0.01991415023803711,2.5196735858917236,2.4997594356536865,2.4997611045837402,0.6408641338348389,1.6689300537109375e-06,True,,,
req_63,439,117,0.016804218292236328,0.016805410385131836,2.540281295776367,2.5234758853912354,2.523477077484131,0.6312263011932373,1.1920928955078125e-06,True,,,
req_82,425,117,0.021341562271118164,0.021343231201171875,2.5423381328582764,2.5209949016571045,2.520996570587158,0.6280722618103027,1.6689300537109375e-06,True,,,
req_64,400,118,0.017040491104125977,0.017041921615600586,2.582427978515625,2.5653860569000244,2.565387487411499,0.6316208839416504,1.430511474609375e-06,True,,,
req_75,629,119,0.01967167854309082,0.019674301147460938,2.621948719024658,2.6022744178771973,2.6022770404815674,0.6294355392456055,2.6226043701171875e-06,True,,,
req_58,279,125,0.015604019165039062,0.015605449676513672,2.7219901084899902,2.7063846588134766,2.706386089324951,0.6327173709869385,1.430511474609375e-06,True,,,
req_85,422,124,0.022092580795288086,0.022094249725341797,2.7469711303710938,2.724876880645752,2.7248785495758057,0.6393959522247314,1.6689300537109375e-06,True,,,
req_9,619,127,0.0028204917907714844,0.0028219223022460938,2.7519640922546387,2.7491421699523926,2.749143600463867,0.3977818489074707,1.430511474609375e-06,True,,,
req_25,658,125,0.006720304489135742,0.0067217350006103516,2.782365560531616,2.775643825531006,2.7756452560424805,0.5220284461975098,1.430511474609375e-06,True,,,
req_51,653,132,0.013939857482910156,0.013942718505859375,2.869995355606079,2.8560526371002197,2.856055498123169,0.6340343952178955,2.86102294921875e-06,True,,,
req_93,543,130,0.02397918701171875,0.023980379104614258,2.87756609916687,2.853585720062256,2.8535869121551514,0.6362829208374023,1.1920928955078125e-06,True,,,
req_40,318,133,0.01129150390625,0.01129293441772461,2.887310028076172,2.8760170936584473,2.876018524169922,0.3895895481109619,1.430511474609375e-06,True,,,
req_1,743,133,0.000640869140625,0.0006437301635742188,2.93985915184021,2.9392154216766357,2.939218282699585,0.3109712600708008,2.86102294921875e-06,True,,,
req_31,343,140,0.009027719497680664,0.009028911590576172,3.0261855125427246,3.0171566009521484,3.017157793045044,0.3919029235839844,1.1920928955078125e-06,True,,,
req_17,525,137,0.0047757625579833984,0.004777431488037109,3.031294107437134,3.0265166759490967,3.0265183448791504,0.3066983222961426,1.6689300537109375e-06,True,,,
req_100,272,71,0.025613784790039062,0.025615215301513672,3.055952787399292,3.0303375720977783,3.030339002609253,1.566890001296997,1.430511474609375e-06,True,,,
req_45,595,143,0.012465953826904297,0.012467384338378906,3.072299003601074,3.0598316192626953,3.05983304977417,0.6357085704803467,1.430511474609375e-06,True,,,
req_43,722,144,0.011984825134277344,0.011986017227172852,3.08130145072937,3.0693154335021973,3.0693166255950928,0.6373848915100098,1.1920928955078125e-06,True,,,
