req_id,input_length,decode_length,arrival_time,to_server_time,finish_time,server_latency,total_latency,ttft,queue_time,success,error
req_134,739,151,0.04010772705078125,0.04010891914367676,5.751183986663818,5.711075067520142,5.711076259613037,2.415689706802368,1.1920928955078125e-06,True,
req_121,715,186,0.03835630416870117,0.03835725784301758,5.858418941497803,5.820061683654785,5.820062637329102,2.062089681625366,9.5367431640625e-07,True,
req_122,419,174,0.038489580154418945,0.038491010665893555,5.861141681671143,5.822650671005249,5.822652101516724,2.0934693813323975,1.430511474609375e-06,True,
req_142,511,151,0.04114103317260742,0.04114198684692383,5.868119478225708,5.826977491378784,5.826978445053101,2.578443765640259,9.5367431640625e-07,True,
req_117,352,176,0.03775453567504883,0.03775596618652344,5.885461807250977,5.847705841064453,5.847707271575928,2.068915843963623,1.430511474609375e-06,True,
req_181,314,108,0.04632973670959473,0.046331167221069336,5.896686315536499,5.85035514831543,5.850356578826904,3.7359278202056885,1.430511474609375e-06,True,
req_120,669,178,0.03821682929992676,0.03821873664855957,5.927599668502808,5.889380931854248,5.889382839202881,2.068291187286377,1.9073486328125e-06,True,
req_150,721,155,0.04221057891845703,0.04221177101135254,6.043297052383423,6.00108528137207,6.001086473464966,2.866241931915283,1.1920928955078125e-06,True,
req_147,513,148,0.04182100296020508,0.041821956634521484,6.063143014907837,6.021321058273315,6.021322011947632,2.822352886199951,9.5367431640625e-07,True,
req_188,527,103,0.04727435111999512,0.047275543212890625,6.063643932342529,6.016368389129639,6.016369581222534,3.899416923522949,1.1920928955078125e-06,True,
req_212,590,85,0.050444841384887695,0.0504460334777832,6.070000410079956,6.019554376602173,6.019555568695068,4.3734776973724365,1.1920928955078125e-06,True,
req_154,761,143,0.042726755142211914,0.04272794723510742,6.122371673583984,6.079643726348877,6.0796449184417725,3.011181116104126,1.1920928955078125e-06,True,
req_153,507,151,0.0426023006439209,0.042603492736816406,6.148039817810059,6.105436325073242,6.105437517166138,3.0179991722106934,1.1920928955078125e-06,True,
req_146,568,166,0.0416872501373291,0.04168868064880371,6.15151309967041,6.1098244190216064,6.109825849533081,2.732679843902588,1.430511474609375e-06,True,
req_192,717,108,0.04779386520385742,0.04779505729675293,6.156682729721069,6.108887672424316,6.108888864517212,3.906327962875366,1.1920928955078125e-06,True,
req_136,522,173,0.04036259651184082,0.04036355018615723,6.1572020053863525,6.116838455200195,6.116839408874512,2.4153716564178467,9.5367431640625e-07,True,
req_203,716,105,0.049242496490478516,0.04924345016479492,6.167658090591431,6.118414640426636,6.118415594100952,4.0728864669799805,9.5367431640625e-07,True,
req_167,351,129,0.04445314407348633,0.044454097747802734,6.192026138305664,6.147572040557861,6.147572994232178,3.407823324203491,9.5367431640625e-07,True,
req_175,345,133,0.04550981521606445,0.04551100730895996,6.268313884735107,6.2228028774261475,6.222804069519043,3.5321688652038574,1.1920928955078125e-06,True,
req_140,749,170,0.04087710380554199,0.0408780574798584,6.294363498687744,6.253485441207886,6.253486394882202,2.576791524887085,9.5367431640625e-07,True,
req_216,423,75,0.05094552040100098,0.050946950912475586,6.297609806060791,6.246662855148315,6.24666428565979,4.68954610824585,1.430511474609375e-06,True,
req_208,259,99,0.04992985725402832,0.04993081092834473,6.330760717391968,6.280829906463623,6.2808308601379395,4.267990827560425,9.5367431640625e-07,True,
req_152,330,153,0.042473793029785156,0.04247474670410156,6.365900754928589,6.323426008224487,6.323426961898804,3.00368332862854,9.5367431640625e-07,True,
req_155,380,160,0.04285407066345215,0.042855262756347656,6.371812582015991,6.3289573192596436,6.328958511352539,3.040954828262329,1.1920928955078125e-06,True,
req_145,275,176,0.041564226150512695,0.0415651798248291,6.384984016418457,6.343418836593628,6.343419790267944,2.7208802700042725,9.5367431640625e-07,True,
req_170,603,143,0.044866323471069336,0.04486966133117676,6.434940338134766,6.390070676803589,6.390074014663696,3.4575295448303223,3.337860107421875e-06,True,
req_148,282,173,0.041954994201660156,0.041956186294555664,6.480881214141846,6.43892502784729,6.4389262199401855,2.8609097003936768,1.1920928955078125e-06,True,
req_172,518,145,0.045130014419555664,0.04513096809387207,6.541043996810913,6.495913028717041,6.495913982391357,3.5280697345733643,9.5367431640625e-07,True,
req_179,326,133,0.04602789878845215,0.046028852462768555,6.560871124267578,6.51484227180481,6.514843225479126,3.68617844581604,9.5367431640625e-07,True,
req_221,547,83,0.05164361000061035,0.05164480209350586,6.632370948791504,6.580726146697998,6.5807273387908936,4.7921411991119385,1.1920928955078125e-06,True,
