req_id,input_length,decode_length,arrival_time,to_server_time,finish_time,server_latency,total_latency,ttft,queue_time,success,error,worker_url,gpu_id
req_73,674,66,0.019303321838378906,0.019306182861328125,1.4996252059936523,1.4803190231323242,1.4803218841552734,0.640505313873291,2.86102294921875e-06,True,,,
req_49,351,67,0.013519048690795898,0.013520240783691406,1.5231719017028809,1.5096516609191895,1.509652853012085,0.4195842742919922,1.1920928955078125e-06,True,,,
req_47,522,67,0.013063430786132812,0.013066291809082031,1.5235211849212646,1.5104548931121826,1.5104577541351318,0.6260688304901123,2.86102294921875e-06,True,,,
req_19,405,68,0.005365610122680664,0.005366802215576172,1.5431511402130127,1.5377843379974365,1.537785530090332,0.4289534091949463,1.1920928955078125e-06,True,,,
req_30,567,69,0.008890628814697266,0.008892297744750977,1.591665506362915,1.582773208618164,1.5827748775482178,0.39211463928222656,1.6689300537109375e-06,True,,,
req_13,365,69,0.003958463668823242,0.003960132598876953,1.595688819885254,1.591728687286377,1.5917303562164307,0.2756624221801758,1.6689300537109375e-06,True,,,
req_72,259,69,0.019023656845092773,0.019025087356567383,1.5961172580718994,1.577092170715332,1.5770936012268066,0.6408920288085938,1.430511474609375e-06,True,,,
req_38,606,72,0.010844230651855469,0.010846614837646484,1.653437852859497,1.6425912380218506,1.6425936222076416,0.39093780517578125,2.384185791015625e-06,True,,,
req_34,750,74,0.009904146194458008,0.009905815124511719,1.6851749420166016,1.6752691268920898,1.6752707958221436,0.6490087509155273,1.6689300537109375e-06,True,,,
req_81,575,75,0.02124929428100586,0.02125072479248047,1.7525694370269775,1.731318712234497,1.7313201427459717,0.619173526763916,1.430511474609375e-06,True,,,
req_67,667,78,0.017887592315673828,0.017889022827148438,1.7723667621612549,1.7544777393341064,1.754479169845581,0.6420881748199463,1.430511474609375e-06,True,,,
req_33,742,79,0.00960397720336914,0.009605169296264648,1.8062663078308105,1.796661138534546,1.7966623306274414,0.4243600368499756,1.1920928955078125e-06,True,,,
req_87,582,85,0.0226743221282959,0.022675514221191406,1.9044578075408936,1.8817822933197021,1.8817834854125977,0.6361401081085205,1.1920928955078125e-06,True,,,
req_95,509,87,0.02462172508239746,0.02462291717529297,1.9294557571411133,1.9048328399658203,1.9048340320587158,0.6339483261108398,1.1920928955078125e-06,True,,,
req_0,448,88,0.0,1.0013580322265625e-05,1.9313819408416748,1.9313719272613525,1.9313819408416748,0.209975004196167,1.0013580322265625e-05,True,,,
req_97,475,88,0.025079965591430664,0.025081157684326172,1.9461889266967773,1.9211077690124512,1.9211089611053467,0.6336357593536377,1.1920928955078125e-06,True,,,
req_16,412,87,0.004663228988647461,0.00466465950012207,1.9634299278259277,1.9587652683258057,1.9587666988372803,0.4287412166595459,1.430511474609375e-06,True,,,
req_78,440,92,0.02049541473388672,0.020496845245361328,2.0473830699920654,2.026886224746704,2.0268876552581787,0.6383647918701172,1.430511474609375e-06,True,,,
req_10,267,92,0.003144979476928711,0.003146648406982422,2.0485541820526123,2.04540753364563,2.0454092025756836,0.2763819694519043,1.6689300537109375e-06,True,,,
req_32,289,93,0.009371042251586914,0.009372234344482422,2.0629642009735107,2.0535919666290283,2.053593158721924,0.39251041412353516,1.1920928955078125e-06,True,,,
req_89,498,94,0.023150205612182617,0.023151397705078125,2.077465772628784,2.054314374923706,2.0543155670166016,0.6355171203613281,1.1920928955078125e-06,True,,,
req_96,524,92,0.024843454360961914,0.024845600128173828,2.086263418197632,2.061417818069458,2.06141996383667,0.6276464462280273,2.1457672119140625e-06,True,,,
req_71,358,94,0.01879143714904785,0.01879405975341797,2.1618595123291016,2.1430654525756836,2.1430680751800537,0.6204202175140381,2.6226043701171875e-06,True,,,
req_94,651,94,0.02438950538635254,0.024390697479248047,2.1624557971954346,2.1380650997161865,2.138066291809082,0.6157577037811279,1.1920928955078125e-06,True,,,
req_46,416,94,0.012774467468261719,0.012775659561157227,2.165537118911743,2.152761459350586,2.1527626514434814,0.420534610748291,1.1920928955078125e-06,True,,,
req_66,328,95,0.017655372619628906,0.017656564712524414,2.178412437438965,2.1607558727264404,2.160757064819336,0.6228678226470947,1.1920928955078125e-06,True,,,
req_8,564,96,0.002651214599609375,0.002653837203979492,2.1906964778900146,2.188042640686035,2.1880452632904053,0.4317140579223633,2.6226043701171875e-06,True,,,
req_70,651,102,0.018570899963378906,0.018572092056274414,2.282667875289917,2.2640957832336426,2.264096975326538,0.6389400959014893,1.1920928955078125e-06,True,,,
req_69,761,101,0.01834559440612793,0.018346786499023438,2.3105735778808594,2.292226791381836,2.2922279834747314,0.6219773292541504,1.1920928955078125e-06,True,,,
req_21,327,102,0.005897998809814453,0.005900382995605469,2.3219189643859863,2.316018581390381,2.316020965576172,0.42816758155822754,2.384185791015625e-06,True,,,
req_28,559,105,0.008393287658691406,0.008395195007324219,2.3407366275787354,2.332341432571411,2.332343339920044,0.3937351703643799,1.9073486328125e-06,True,,,
req_42,274,105,0.011847257614135742,0.01184844970703125,2.3412232398986816,2.3293747901916504,2.329375982284546,0.2678792476654053,1.1920928955078125e-06,True,,,
req_39,481,104,0.011083841323852539,0.01108551025390625,2.346372365951538,2.335286855697632,2.3352885246276855,0.42308759689331055,1.6689300537109375e-06,True,,,
req_55,728,109,0.014962196350097656,0.014963865280151367,2.425227642059326,2.410263776779175,2.4102654457092285,0.643549919128418,1.6689300537109375e-06,True,,,
req_99,311,109,0.025612592697143555,0.025614023208618164,2.4257936477661133,2.400179624557495,2.4001810550689697,0.6334085464477539,1.430511474609375e-06,True,,,
req_36,412,108,0.010379791259765625,0.01038217544555664,2.446857213973999,2.4364750385284424,2.4364774227142334,0.4228787422180176,2.384185791015625e-06,True,,,
req_68,294,109,0.01812005043029785,0.01812124252319336,2.4618499279022217,2.4437286853790283,2.443729877471924,0.6228773593902588,1.1920928955078125e-06,True,,,
req_76,651,113,0.020020723342895508,0.020023584365844727,2.5650036334991455,2.544980049133301,2.54498291015625,0.6205942630767822,2.86102294921875e-06,True,,,
req_82,425,117,0.021479368209838867,0.021480560302734375,2.5734739303588867,2.5519933700561523,2.551994562149048,0.637775182723999,1.1920928955078125e-06,True,,,
req_57,356,115,0.01544332504272461,0.015444517135620117,2.5934011936187744,2.5779566764831543,2.57795786857605,0.6254119873046875,1.1920928955078125e-06,True,,,
req_75,629,119,0.019759416580200195,0.019760847091674805,2.603548526763916,2.583787679672241,2.583789110183716,0.6393513679504395,1.430511474609375e-06,True,,,
req_63,439,117,0.0169064998626709,0.01690816879272461,2.6780593395233154,2.661151170730591,2.6611528396606445,0.415499210357666,1.6689300537109375e-06,True,,,
req_64,400,118,0.017144203186035156,0.017145395278930664,2.6845619678497314,2.667416572570801,2.6674177646636963,0.6231288909912109,1.1920928955078125e-06,True,,,
req_9,619,127,0.0028946399688720703,0.0028960704803466797,2.7817022800445557,2.778806209564209,2.7788076400756836,0.27666687965393066,1.430511474609375e-06,True,,,
req_85,422,124,0.022220611572265625,0.022223234176635742,2.7962214946746826,2.773998260498047,2.774000883102417,0.6184918880462646,2.6226043701171875e-06,True,,,
req_58,279,125,0.015667438507080078,0.015668869018554688,2.807344436645508,2.791675567626953,2.7916769981384277,0.6250927448272705,1.430511474609375e-06,True,,,
req_25,658,125,0.0068171024322509766,0.006818294525146484,2.8078360557556152,2.8010177612304688,2.8010189533233643,0.4275953769683838,1.1920928955078125e-06,True,,,
req_93,543,130,0.024153470993041992,0.0241549015045166,2.8410680294036865,2.81691312789917,2.8169145584106445,0.6327564716339111,1.430511474609375e-06,True,,,
req_51,653,132,0.01398468017578125,0.013985872268676758,2.895559549331665,2.8815736770629883,2.881574869155884,0.6435797214508057,1.1920928955078125e-06,True,,,
req_40,318,133,0.01137542724609375,0.011377096176147461,2.9190754890441895,2.907698392868042,2.9077000617980957,0.390458345413208,1.6689300537109375e-06,True,,,
req_1,743,133,0.0006492137908935547,0.0006515979766845703,2.9759438037872314,2.975292205810547,2.975294589996338,0.23537468910217285,2.384185791015625e-06,True,,,
req_17,525,137,0.00489354133605957,0.00489497184753418,2.982520341873169,2.9776253700256348,2.9776268005371094,0.3971867561340332,1.430511474609375e-06,True,,,
req_100,272,71,0.025835752487182617,0.025837182998657227,3.0002293586730957,2.9743921756744385,2.974393606185913,1.5364904403686523,1.430511474609375e-06,True,,,
req_31,343,140,0.009140968322753906,0.009142398834228516,3.048529863357544,3.0393874645233154,3.03938889503479,0.39246368408203125,1.430511474609375e-06,True,,,
req_86,630,143,0.022449731826782227,0.022450923919677734,3.115874767303467,3.093423843383789,3.0934250354766846,0.6372807025909424,1.1920928955078125e-06,True,,,
req_45,595,143,0.012546539306640625,0.012547969818115234,3.1164164543151855,3.1038684844970703,3.103869915008545,0.38937997817993164,1.430511474609375e-06,True,,,
req_92,646,142,0.02388310432434082,0.02388453483581543,3.176604986190796,3.1527204513549805,3.152721881866455,0.6165876388549805,1.430511474609375e-06,True,,,
req_5,336,148,0.0017344951629638672,0.001735687255859375,3.201160430908203,3.1994247436523438,3.1994259357452393,0.2780334949493408,1.1920928955078125e-06,True,,,
req_43,722,144,0.012084484100341797,0.012085914611816406,3.2079665660858154,3.195880651473999,3.1958820819854736,0.6282899379730225,1.430511474609375e-06,True,,,
req_59,423,144,0.015885353088378906,0.015887022018432617,3.2084133625030518,3.192526340484619,3.192528009414673,0.6251606941223145,1.6689300537109375e-06,True,,,
req_91,621,147,0.023592472076416016,0.023594141006469727,3.2631077766418457,3.239513635635376,3.2395153045654297,0.6290261745452881,1.6689300537109375e-06,True,,,
req_77,294,151,0.020267963409423828,0.020269393920898438,3.2879741191864014,3.267704725265503,3.2677061557769775,0.6381237506866455,1.430511474609375e-06,True,,,
req_20,569,153,0.0056610107421875,0.005662441253662109,3.337202787399292,3.33154034614563,3.3315417766571045,0.39524316787719727,1.430511474609375e-06,True,,,
req_6,286,153,0.0020933151245117188,0.0020952224731445312,3.340466022491455,3.3383708000183105,3.3383727073669434,0.2773933410644531,1.9073486328125e-06,True,,,
req_35,670,153,0.010147333145141602,0.010148763656616211,3.4032936096191406,3.3931448459625244,3.393146276473999,0.42288970947265625,1.430511474609375e-06,True,,,
req_37,306,157,0.010608673095703125,0.010610103607177734,3.418351888656616,3.4077417850494385,3.407743215560913,0.3904578685760498,1.430511474609375e-06,True,,,
req_14,349,154,0.004201650619506836,0.004204750061035156,3.4267396926879883,3.422534942626953,3.4225380420684814,0.6350693702697754,3.0994415283203125e-06,True,,,
req_3,563,158,0.0012488365173339844,0.0012505054473876953,3.432513475418091,3.431262969970703,3.431264638900757,0.6562042236328125,1.6689300537109375e-06,True,,,
